Document Class (determined),Coverage Start,Coverage End,Coverage Days,New Filename,Folder,Original Filename,MiEnviro Category,MiEnviro Document Class (prior),Class Changed,MiEnviro DocDate,Document Mgmt ID,MiEnviro Original Name,MiEnviro Deep Link,Pages,Text Source,Determination Basis,Confidence,Adjudicated by Claude,SHA256,Bytes
Industrial Pretreatment / IPP,2018-02-20,2018-04-19,59,2018-02-20 to 2018-04-19 0254_2018-04-19_RE_ PFAS.pdf,Industrial Pretreatment - IPP,0254_2018-04-19_RE_ PFAS.pdf,Industrial Pretreatment Program (IPP),Industrial Pretreatment / IPP,,2018-04-19,3538327832857428719,RE_ PFAS.msg,https://mienviro.michigan.gov/ncore/downloadpdf/3538327832857428719,11,embedded text,DEQ reply plus attached IPP PFAS initiative letters,medium,,ae0709a82af7ca67f21653258b859828b03c71fc4d06c207a2d91a24639bcf8e,407089
Industrial Pretreatment / IPP,2018-03-28,2018-03-28,1,2018-03-28 to 2018-03-28 0249_2018-03-28_SIU-CIU_List.pdf,Industrial Pretreatment - IPP,0249_2018-03-28_SIU-CIU_List.pdf,Applicant Attachments,Industrial Pretreatment / IPP,,2018-03-28,4593201925321274393,SIU-CIU_List.xlsx v1,https://mienviro.michigan.gov/ncore/downloadpdf/4593201925321274393,7,embedded text,SIU/CIU roster snapshot filed with IPP annual report,medium,,95a00ade695b98a74eb499dcb17d4e44dba27f6634d6099f145a18eb314c639c,48997
Industrial Pretreatment / IPP,2018-04-04,2018-11-30,241,2018-04-04 to 2018-11-30 0382_2018-11-29_2018 IPP Screening - Monitoring Plan.Update181130.pdf,Industrial Pretreatment - IPP,0382_2018-11-29_2018 IPP Screening - Monitoring Plan.Update181130.pdf,Applicant Attachments,Industrial Pretreatment / IPP,,2018-11-29,7542728895285267816,2018 IPP Screening - Monitoring Plan.Update181130.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/7542728895285267816,2,embedded text,"SIU/CIU survey and sampling screening tracking table, IPP program",high,,2dd8cd38dcb9b088a53fde3a81406d639341960e223ea1271fcad123ab8ce034,86584
Industrial Pretreatment / IPP,2018-04-04,2018-11-30,241,2018-04-04 to 2018-11-30 2018 IPP Screening - Monitoring Plan.Update181130.pdf,Industrial Pretreatment - IPP,2018 IPP Screening - Monitoring Plan.Update181130.pdf,,,NEW - not in manifest,,,,,2,embedded text,"SIU/CIU survey and sampling screening tracking table, IPP program",high,,2dd8cd38dcb9b088a53fde3a81406d639341960e223ea1271fcad123ab8ce034,86584
Industrial Pretreatment / IPP,2018-04-05,2018-04-18,14,2018-04-05 to 2018-04-18 0253_2018-04-18_PFAS.pdf,Industrial Pretreatment - IPP,0253_2018-04-18_PFAS.pdf,Industrial Pretreatment Program (IPP),Industrial Pretreatment / IPP,,2018-04-18,1922698188754231116,PFAS.msg,https://mienviro.michigan.gov/ncore/downloadpdf/1922698188754231116,7,embedded text,IPP PFAS survey correspondence with attached PFAS letters,medium,,f701e912ca3debda125082bdb71fef5b06533477c48ce17056cd18c55d6faacc,421851
Industrial Pretreatment / IPP,2018-04-18,2018-04-18,1,2018-04-18 to 2018-04-18 0290_2018-05-18_Cadillac WWTP 2nd PFAS-IPP Mailing.pdf,Industrial Pretreatment - IPP,0290_2018-05-18_Cadillac WWTP 2nd PFAS-IPP Mailing.pdf,Industrial Pretreatment Program (IPP),Industrial Pretreatment / IPP,,2018-05-18,-739906742778535660,Cadillac WWTP 2nd PFAS-IPP Mailing.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-739906742778535660,2,OCR (tesseract),"DEQ IPP PFAS initiative follow-up letter dated April 18, 2018",high,,e13fc785334ff3ae00fd36ed88c23332dbd56238910a92ffa498814c00c15acc,143259
Industrial Pretreatment / IPP,2018-05-24,2018-05-24,1,2018-05-24 to 2018-05-24 0293_2018-05-23_Cadillac WWTP_PFAS Extension Approval FINAL.pdf,Industrial Pretreatment - IPP,0293_2018-05-23_Cadillac WWTP_PFAS Extension Approval FINAL.pdf,Industrial Pretreatment Program (IPP),Industrial Pretreatment / IPP,,2018-05-23,2280393261818424283,Cadillac WWTP_PFAS Extension Approval FINAL.docx,https://mienviro.michigan.gov/ncore/downloadpdf/2280393261818424283,1,embedded text,DEQ approval of alternative IPP-PFAS monitoring plan and schedule,high,,57e36bcc9486ed5a74f6a72d1bd86d96d58efff263bf14e8d986d11cfcf6f9c6,103851
Industrial Pretreatment / IPP,2018-06-01,2018-12-19,202,2018-06-01 to 2018-12-19 0395_2018-12-19_RE_ IPP PFAS Initiative Sampling Guidance_ Suggested Analytes.pdf,Industrial Pretreatment - IPP,0395_2018-12-19_RE_ IPP PFAS Initiative Sampling Guidance_ Suggested Analytes.pdf,Industrial Pretreatment Program (IPP),Industrial Pretreatment / IPP,,2018-12-19,-6931018798791595252,RE_ IPP PFAS Initiative Sampling Guidance_ Suggested Analytes.msg,https://mienviro.michigan.gov/ncore/downloadpdf/-6931018798791595252,6,embedded text,Email thread on IPP PFAS initiative sampling methods and analyte list,high,,60eb9cdca3e6d24e3c428cbe06d4af4f3cb9d7434c093ab72ba4bba094232d2e,171884
Industrial Pretreatment / IPP,2018-06-01,2018-12-19,202,2018-06-01 to 2018-12-19 0396_2018-12-19_RE_ IPP PFAS Initiative Sampling Guidance_ Suggested Analytes.pdf,Industrial Pretreatment - IPP,0396_2018-12-19_RE_ IPP PFAS Initiative Sampling Guidance_ Suggested Analytes.pdf,Industrial Pretreatment Program (IPP),Industrial Pretreatment / IPP,,2018-12-19,8864365913634161414,RE_ IPP PFAS Initiative Sampling Guidance_ Suggested Analytes.msg,https://mienviro.michigan.gov/ncore/downloadpdf/8864365913634161414,6,embedded text,Email thread on IPP PFAS initiative sampling methods and analyte list,high,,94273a84b3d355914efc968cb1b96a296732df8df7975428ae82a05b83d3edae,171884
Industrial Pretreatment / IPP,2018-06-13,2018-06-13,1,2018-06-13 to 2018-06-13 0296_2018-06-13_FW_ City of Cadillac Letter.pdf,Industrial Pretreatment - IPP,0296_2018-06-13_FW_ City of Cadillac Letter.pdf,Industrial Pretreatment Program (IPP),Industrial Pretreatment / IPP,,2018-06-13,-8619958092011217786,FW_ City of Cadillac Letter.msg,https://mienviro.michigan.gov/ncore/downloadpdf/-8619958092011217786,6,embedded text,DEQ internal email chain on Cadillac IPP-PFAS letter to landfill,medium,,fb95496408dbbe7267069734dbd403177aee900d13496721b4e9b0c4c9510504,470342
Industrial Pretreatment / IPP,2018-06-14,2018-06-14,1,2018-06-14 to 2018-06-14 0315_2018-07-30_Mich Rubber Response.pdf,Industrial Pretreatment - IPP,0315_2018-07-30_Mich Rubber Response.pdf,Applicant Attachments,Industrial Pretreatment / IPP,,2018-07-30,-6363618274501369148,Mich Rubber Response.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/-6363618274501369148,1,OCR (tesseract),City letter notifying industrial permit holder of PFAS screening outcome,high,,ee731288aff7fba873f92e8a74f48ee90c2468ccbc9d0dfbe6f0a4c9355cd6ae,125367
Industrial Pretreatment / IPP,2018-06-27,2018-06-27,1,2018-06-27 to 2018-06-27 0300_2018-06-27_AAR Mobility Maps and Flow.pdf,Industrial Pretreatment - IPP,0300_2018-06-27_AAR Mobility Maps and Flow.pdf,Industrial Pretreatment Program (IPP),Industrial Pretreatment / IPP,,2018-06-27,6364498015414189768,AAR Mobility Maps and Flow.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/6364498015414189768,5,OCR (tesseract),"Industrial user site maps, water-use narrative and flow for IPP",medium,,0fdcd80358546c03ff43eecf8de4afff01a7862b9728948d01f4f32049eb5b73,340031
Industrial Pretreatment / IPP,2018-07-30,2018-07-30,1,2018-07-30 to 2018-07-30 0304_2018-07-30_2018 IPP Screening - Monitoring Plan.180627modif.pdf,Industrial Pretreatment - IPP,0304_2018-07-30_2018 IPP Screening - Monitoring Plan.180627modif.pdf,Applicant Attachments,Industrial Pretreatment / IPP,,2018-07-30,3843258762491556904,2018 IPP Screening - Monitoring Plan.180627modif.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/3843258762491556904,3,embedded text,City IPP PFAS screening and industrial user monitoring plan,high,,59ebe7478b18ff4565630a2c6ac2c37123fbe212ee88309a7c07f26b5e6bed60,76074
Industrial Pretreatment / IPP,2018-07-30,2018-07-30,1,2018-07-30 to 2018-07-30 0305_2018-07-30_AAR PFAS Survey.pdf,Industrial Pretreatment - IPP,0305_2018-07-30_AAR PFAS Survey.pdf,Applicant Attachments,Industrial Pretreatment / IPP,,2018-07-30,4911742624297732370,AAR PFAS Survey.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/4911742624297732370,10,OCR (tesseract),Completed industrial user PFAS survey for IPP screening,high,,6006a1f4cb314cdbacdee13eb67403ce2e7a0b9f01c07a755edb05c501361582,390218
Industrial Pretreatment / IPP,2018-07-30,2018-07-30,1,2018-07-30 to 2018-07-30 0306_2018-07-30_APS PFAS Screening.pdf,Industrial Pretreatment - IPP,0306_2018-07-30_APS PFAS Screening.pdf,Applicant Attachments,Industrial Pretreatment / IPP,,2018-07-30,-7526274208066539815,APS PFAS Screening.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/-7526274208066539815,1,OCR (tesseract),Completed industrial user PFAS survey for IPP screening,high,,6150935a50195c0b7cd51a4e7cfd3caccd1dec302ff978a9c71bdd86e0db5234,1073011
Industrial Pretreatment / IPP,2018-07-30,2018-07-30,1,2018-07-30 to 2018-07-30 0307_2018-07-30_American Waste PFAS Survey.pdf,Industrial Pretreatment - IPP,0307_2018-07-30_American Waste PFAS Survey.pdf,Applicant Attachments,Industrial Pretreatment / IPP,,2018-07-30,5907977853460013045,American Waste PFAS Survey.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/5907977853460013045,2,embedded text,Landfill industrial user PFAS survey response for IPP screening,high,,aca419b24a35ce99ee82caae61906d54f44457c13274a7d4c63ae0dc8225eea8,272313
Industrial Pretreatment / IPP,2018-07-30,2018-07-30,1,2018-07-30 to 2018-07-30 0308_2018-07-30_Arvco PFAS Survey.pdf,Industrial Pretreatment - IPP,0308_2018-07-30_Arvco PFAS Survey.pdf,Applicant Attachments,Industrial Pretreatment / IPP,,2018-07-30,9098738459686432357,Arvco PFAS Survey.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/9098738459686432357,9,OCR (tesseract),Completed industrial user PFAS survey for IPP screening,high,,8b1eb1233c097f0a53685d12cf3d1eec18754349ff802c0487998985328a39b9,162483
Industrial Pretreatment / IPP,2018-07-30,2018-07-30,1,2018-07-30 to 2018-07-30 0309_2018-07-30_Avon PFAS Survey.pdf,Industrial Pretreatment - IPP,0309_2018-07-30_Avon PFAS Survey.pdf,Applicant Attachments,Industrial Pretreatment / IPP,,2018-07-30,63610395187544635,Avon PFAS Survey.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/63610395187544635,2,OCR (tesseract),Completed industrial user PFAS survey for IPP screening,high,,657285696a073f18840c82b90edfdb1508c2db83430d067dede0dc7952160e80,374437
Industrial Pretreatment / IPP,2018-07-30,2018-07-30,1,2018-07-30 to 2018-07-30 0310_2018-07-30_CCI PFAS Survey.pdf,Industrial Pretreatment - IPP,0310_2018-07-30_CCI PFAS Survey.pdf,Applicant Attachments,Industrial Pretreatment / IPP,,2018-07-30,-2532227711322477530,CCI PFAS Survey.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/-2532227711322477530,9,OCR (tesseract),Completed industrial user PFAS survey for IPP screening,high,,8df2dd3809eb4434f103a11ba169f967dc876408c55f3c8ce017104a63885d28,1474729
Industrial Pretreatment / IPP,2018-07-30,2018-07-30,1,2018-07-30 to 2018-07-30 0311_2018-07-30_FIAMM PFAS Survey.pdf,Industrial Pretreatment - IPP,0311_2018-07-30_FIAMM PFAS Survey.pdf,Applicant Attachments,Industrial Pretreatment / IPP,,2018-07-30,-5118843658505132177,FIAMM PFAS Survey.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/-5118843658505132177,1,OCR (tesseract),Completed industrial user PFAS survey for IPP screening,high,,da3654230044de0209d67de08425735a2f33cd3f5651663824abe82c9ed2e58e,337960
Industrial Pretreatment / IPP,2018-07-30,2018-07-30,1,2018-07-30 to 2018-07-30 0312_2018-07-30_HAVS PFAS Survey.pdf,Industrial Pretreatment - IPP,0312_2018-07-30_HAVS PFAS Survey.pdf,Applicant Attachments,Industrial Pretreatment / IPP,,2018-07-30,-4128789177103566747,HAVS PFAS Survey.docx v1,https://mienviro.michigan.gov/ncore/downloadpdf/-4128789177103566747,9,embedded text,Completed industrial user PFAS survey for IPP screening,high,,ad6871ee05f1b9f5d8579995eea1a1062f70cd60e2665a402b778ca33af1da65,88296
Industrial Pretreatment / IPP,2018-07-30,2018-07-30,1,2018-07-30 to 2018-07-30 0313_2018-07-30_HNF-P7H3-DCN87 V1.pdf,Industrial Pretreatment - IPP,0313_2018-07-30_HNF-P7H3-DCN87 V1.pdf,Misc. Application and Request Docs,Industrial Pretreatment / IPP,,2018-07-30,-2838228056125865720,HNF-P7H3-DCN87 V1.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/-2838228056125865720,3,embedded text,"MiWaters IPP PFAS Interim Report submission, submitted 7/30/2018",high,,c84ac8484363839feb2f3923c72983c8b022805a633bbee6f91bbd2b80969a77,53376
Industrial Pretreatment / IPP,2018-07-30,2018-07-30,1,2018-07-30 to 2018-07-30 0314_2018-07-30_Mich Rubber PFAS Survey.pdf,Industrial Pretreatment - IPP,0314_2018-07-30_Mich Rubber PFAS Survey.pdf,Applicant Attachments,Industrial Pretreatment / IPP,,2018-07-30,-1446023942601055554,Mich Rubber PFAS Survey.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/-1446023942601055554,10,OCR (tesseract),Completed industrial user PFAS survey for IPP screening,high,,d49346f88b05ce7a5f0e5d759c7de3f750bc79d2827f05c6b97542453ce66bfe,1290292
Industrial Pretreatment / IPP,2018-07-30,2018-07-30,1,2018-07-30 to 2018-07-30 0316_2018-07-30_Piranha PFAS Survey.pdf,Industrial Pretreatment - IPP,0316_2018-07-30_Piranha PFAS Survey.pdf,Applicant Attachments,Industrial Pretreatment / IPP,,2018-07-30,-7794513103865681017,Piranha PFAS Survey.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/-7794513103865681017,9,OCR (tesseract),Completed industrial user PFAS survey for IPP screening,high,,4557eb333865200c9aee1eddeb639d8ab62f2033700e563a118ac90cbad1f2d2,1331973
Industrial Pretreatment / IPP,2018-07-30,2018-07-30,1,2018-07-30 to 2018-07-30 0317_2018-07-30_Rec Boat PFAS Survey.pdf,Industrial Pretreatment - IPP,0317_2018-07-30_Rec Boat PFAS Survey.pdf,Applicant Attachments,Industrial Pretreatment / IPP,,2018-07-30,3440402819179881000,Rec Boat PFAS Survey.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/3440402819179881000,9,OCR (tesseract),Completed industrial user PFAS survey for IPP screening,high,,d5fd7e629de76b9aaa8cfa904b5cfde9e9c223e2d568294e08a09bf0e97f5ade,2930439
Industrial Pretreatment / IPP,2018-07-30,2018-07-30,1,2018-07-30 to 2018-07-30 0318_2018-07-30_Spencer Plastic PFAS Survey.pdf,Industrial Pretreatment - IPP,0318_2018-07-30_Spencer Plastic PFAS Survey.pdf,Applicant Attachments,Industrial Pretreatment / IPP,,2018-07-30,4128855838564109461,Spencer Plastic PFAS Survey.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/4128855838564109461,1,OCR (tesseract),Completed industrial user PFAS survey for IPP screening,high,,d658c9a8fe835a36239ce9d174748a9539d5162aa38e522b39428370ee57d972,24694
Industrial Pretreatment / IPP,2018-07-30,2018-07-30,1,2018-07-30 to 2018-07-30 HNF-P7H3-DCN87 V1.pdf,Industrial Pretreatment - IPP,HNF-P7H3-DCN87 V1.pdf,,,NEW - not in manifest,,,,,3,embedded text,MiWaters IPP PFAS Interim Report submission,high,,c84ac8484363839feb2f3923c72983c8b022805a633bbee6f91bbd2b80969a77,53376
Industrial Pretreatment / IPP,2018-09-13,2018-09-13,1,2018-09-13 to 2018-09-13 0341_2018-10-15_Arvco email.pdf,Industrial Pretreatment - IPP,0341_2018-10-15_Arvco email.pdf,Industrial Pretreatment Program (IPP),Industrial Pretreatment / IPP,,2018-10-15,1259500000165986272,Arvco email.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/1259500000165986272,1,OCR (tesseract),Industrial user statement for IPP PFAS survey; email dated 9/13/2018,high,,4ba3a6860e30f0b39318fbf746a98d1dd46f43c13f7407b43e92c41e60accf55,114035
Industrial Pretreatment / IPP,2018-09-19,2018-09-20,2,2018-09-19 to 2018-09-20 0332_2018-09-20_RE_ Cadillac WWTP - IPP PFAS Interim Report Review.pdf,Industrial Pretreatment - IPP,0332_2018-09-20_RE_ Cadillac WWTP - IPP PFAS Interim Report Review.pdf,Industrial Pretreatment Program (IPP),Industrial Pretreatment / IPP,,2018-09-20,4951764546287509111,RE_ Cadillac WWTP - IPP PFAS Interim Report Review.msg,https://mienviro.michigan.gov/ncore/downloadpdf/4951764546287509111,4,embedded text,DEQ/city email thread reviewing IPP PFAS Interim Report and SIU surveys,high,,7797237d5b67735ffd7e012ec867baa489e1e2c0fe581b03779be7cea17b9e71,95451
Industrial Pretreatment / IPP,2018-10-29,2018-10-29,1,2018-10-29 to 2018-10-29 0348_2018-10-29_Dyneon discussion Cadillac.pdf,Industrial Pretreatment - IPP,0348_2018-10-29_Dyneon discussion Cadillac.pdf,Industrial Pretreatment Program (IPP),Industrial Pretreatment / IPP,,2018-10-29,-3935179264562711398,Dyneon discussion Cadillac.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-3935179264562711398,1,embedded text,"DEQ chat on Dyneon fluoropolymers used by Cadillac industrial user, IPP PFAS",medium,,adc77e29ceea4fc83e4c66e6e2f6db1eafd556032b10dd4d4e682e2d1b7bc1e6,20081
Industrial Pretreatment / IPP,2018-11-01,2018-11-01,1,2018-11-01 to 2018-11-01 0371_2018-11-01_RE_ Cadillac WWTP - IPP PFAS Interim Report Review.pdf,Industrial Pretreatment - IPP,0371_2018-11-01_RE_ Cadillac WWTP - IPP PFAS Interim Report Review.pdf,Industrial Pretreatment Program (IPP),Industrial Pretreatment / IPP,,2018-11-01,-5755238388065931422,RE_ Cadillac WWTP - IPP PFAS Interim Report Review.msg,https://mienviro.michigan.gov/ncore/downloadpdf/-5755238388065931422,6,embedded text,"IPP PFAS Interim Report review thread, probable source evaluation of SIUs",high,,e56bcc9aa04c55dfb312989e3c622ecc031edd8ca8bdb2da9654e0f0d5eb7b2e,111787
Industrial Pretreatment / IPP,2018-11-01,2018-11-01,1,2018-11-01 to 2018-11-01 0372_2018-11-01_RE_ Cadillac WWTP - IPP PFAS Interim Report Review2.pdf,Industrial Pretreatment - IPP,0372_2018-11-01_RE_ Cadillac WWTP - IPP PFAS Interim Report Review2.pdf,Industrial Pretreatment Program (IPP),Industrial Pretreatment / IPP,,2018-11-01,-7625399138862663878,RE_ Cadillac WWTP - IPP PFAS Interim Report Review2.msg,https://mienviro.michigan.gov/ncore/downloadpdf/-7625399138862663878,6,embedded text,Duplicate IPP PFAS Interim Report review email thread,high,,c73c0b45e14a47e6b989cce89a4f50a85fa6790addae092cd28e1cddefcd8049,111787
Industrial Pretreatment / IPP,2018-11-05,2018-11-29,25,2018-11-05 to 2018-11-29 0383_2018-11-29_HNJ-P0ZX-8AVDS V1.pdf,Industrial Pretreatment - IPP,0383_2018-11-29_HNJ-P0ZX-8AVDS V1.pdf,Misc. Application and Request Docs,Industrial Pretreatment / IPP,,2018-11-29,3092683663291337793,HNJ-P0ZX-8AVDS V1.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/3092683663291337793,2,embedded text,MiWaters IPP PFAS Summary Report submission,high,,7cac269c4207f212eae8b5587cda7a9c38ed8db720560a4b9c803041f383cc97,52125
Industrial Pretreatment / IPP,2018-11-05,2018-11-29,25,2018-11-05 to 2018-11-29 HNJ-P0ZX-8AVDS V1.pdf,Industrial Pretreatment - IPP,HNJ-P0ZX-8AVDS V1.pdf,,,NEW - not in manifest,,,,,2,embedded text,MiWaters IPP PFAS Summary Report submission,high,,7cac269c4207f212eae8b5587cda7a9c38ed8db720560a4b9c803041f383cc97,52125
Industrial Pretreatment / IPP,2018-11-05,2018-12-12,38,2018-11-05 to 2018-12-12 0387_2018-12-12_Cadillac_PFAS RE_ Voicemail Message.pdf,Industrial Pretreatment - IPP,0387_2018-12-12_Cadillac_PFAS RE_ Voicemail Message.pdf,Industrial Pretreatment Program (IPP),Industrial Pretreatment / IPP,,2018-12-12,-6300108423290621305,Cadillac_PFAS RE_ Voicemail Message.msg,https://mienviro.michigan.gov/ncore/downloadpdf/-6300108423290621305,46,embedded text,IPP PFAS initiative correspondence transmitting sampling results,medium,,4b10f7c1edf2355b4f4d7a59e186f14f3bda33b3cd864ed5e07e2a3e4de4926c,5263974
Industrial Pretreatment / IPP,2018-11-05,2018-12-12,38,2018-11-05 to 2018-12-12 0388_2018-12-12_RE_ Voicemail Message.pdf,Industrial Pretreatment - IPP,0388_2018-12-12_RE_ Voicemail Message.pdf,Industrial Pretreatment Program (IPP),Industrial Pretreatment / IPP,,2018-12-12,-3859762491865917202,RE_ Voicemail Message.msg,https://mienviro.michigan.gov/ncore/downloadpdf/-3859762491865917202,46,embedded text,IPP PFAS initiative correspondence transmitting sampling results,medium,,57ed2d4d18ebeaef0ee37dfc002131f82e0343b32f3a8c240b6a1642fd1ccd23,5263974
Industrial Pretreatment / IPP,2018-11-05,2018-12-14,40,2018-11-05 to 2018-12-14 0389_2018-12-14_Cadillac_PFAS RE_ Voicemail Message.pdf,Industrial Pretreatment - IPP,0389_2018-12-14_Cadillac_PFAS RE_ Voicemail Message.pdf,Industrial Pretreatment Program (IPP),Industrial Pretreatment / IPP,,2018-12-14,-7023703655846332926,Cadillac_PFAS RE_ Voicemail Message.msg,https://mienviro.michigan.gov/ncore/downloadpdf/-7023703655846332926,46,embedded text,IPP PFAS initiative correspondence transmitting sampling results,medium,,27230fdfeeacb9055ee97399b5466ddf98e44a0bf01661d279ed3f1078087bac,5263974
