file,page,category,context
2021-07-20__-6400240489053772159__MI0020257_2021-06-01_to_2021-06-30_1_DMR.pdf.pdf,6,pfas,AR MO DAY Permit Number: MI0020257 v6.0 DMR Version: 1 Generated: 7/20/2021 10:24 AM Page 6 of 7 Set: 5 of 6 Parameter Perfluorooctan oic Acid (PFOA) Fecal Coliform Fecal Coliform pH pH Dissolved Oxygen Bis(2- Ethylhexyl)Pht halate Mon. Loc. Final Effluent (1) Final Effluent (1) Fecal Daily Final Effluent (1) Final Effluent (1) Final Effluent (1) Final Efflue
2021-07-20__-6400240489053772159__MI0020257_2021-06-01_to_2021-06-30_1_DMR.pdf.pdf,8,effluent_exceedance,"4/2021 6/25/2021 6/26/2021 6/27/2021 6/28/2021 6/29/2021 6/30/2021 DMR Instructions: DMR Comments: (none) Set 1 DMR Value Comments: Date: 6/1/2021 12:00:00 AM,Column 2 Comment: Final sample pump lost prime. Date: 6/1/2021 12:00:00 AM,Column 6 Comment: Final sample pump lost prime. Date: 6/11/2021 12:00:00 AM,Column 6 Comment: Power loss Date: 6/1/2021 12"
2021-07-20__-6400240489053772159__MI0020257_2021-06-01_to_2021-06-30_1_DMR.pdf.pdf,11,pfas,thly Average ***** Maximum Daily ug/L Monthly 24-Hr Composit e SAMPLE MEASUREMENT *G *G ***** *G *G 2X Annually GrabPerfluorooctane Sulfonate (PFOS) (51526) Final Effluent (1) Lab ID: PERMIT REQUIREMENT ***** Maximum Monthly Average ***** Maximum Daily lbs/day ***** ***** Maximum Monthly Average ***** Maximum Daily ng/L 2X Annually Grab SAMPLE MEASUREMEN
2021-07-20__-6400240489053772159__MI0020257_2021-06-01_to_2021-06-30_1_DMR.pdf.pdf,12,effluent_exceedance,"31 Maximum Monthly Average ***** Maximum Daily ug/L Monthly 24-Hr Composit e DMR Instructions: DMR Comments: (none) DMR Value Comments: Carbonaceous Biochemical Oxygen Demand (CBOD5), Final Effluent (1), Limit: 10 Maximum Daily, Reported Value: >22.80, Comment: Final pump lost prime"
2021-08-18__-2335519049487257658__MI0020257_2021-07-01_to_2021-07-31_1_DMR.pdf.pdf,4,pfas,/28/2021 7/29/2021 7/30/2021 7/31/2021 Set: 4 of 6 Parameter Total Nickel Total Nickel Total Selenium Total Selenium Perfluorooctan e Sulfonate (PFOS) Perfluorooctan e Sulfonate (PFOS) Perfluorooctan oic Acid (PFOA)
2021-08-18__-2335519049487257658__MI0020257_2021-07-01_to_2021-07-31_1_DMR.pdf.pdf,6,pfas,er: MI0020257 v6.0 DMR Version: 1 Generated: 8/18/2021 4:26 PM Page 6 of 7 7/30/2021 7/31/2021 Set: 5 of 6 Parameter Perfluorooctan oic Acid (PFOA) Fecal Coliform Fecal Coliform pH pH Dissolved Oxygen Bis(2- Ethylhexyl)Pht halate Mon. Loc. Final Effluent (1) Final Effluent (1) Fecal Daily Final Effluent (1) Final Effluent (1) Final Effluent (1) Final Efflue
2021-08-18__-2335519049487257658__MI0020257_2021-07-01_to_2021-07-31_1_DMR.pdf.pdf,11,pfas,thly Average ***** Maximum Daily ug/L Monthly 24-Hr Composit e SAMPLE MEASUREMENT *G *G ***** *G *G 2X Annually GrabPerfluorooctane Sulfonate (PFOS) (51526) Final Effluent (1) Lab ID: PERMIT REQUIREMENT ***** Maximum Monthly Average ***** Maximum Daily lbs/day ***** ***** Maximum Monthly Average ***** Maximum Daily ng/L 2X Annually Grab SAMPLE MEASUREMEN
2021-08-18__6056844495337694689__IPP Profile (word).docx.pdf,1,pfas,c Distribution dry tons/year Incineration dry tons/year Other: dry tons/year Municipal Landfill dry tons/year Other: dry tons/year
2021-08-18__6056844495337694689__IPP Profile (word).docx.pdf,1,pretreatment,"MICHIGAN DEPARTMENT OF ENVIRONMENT, GREAT LAKES, AND ENERGY WATER RESOURCES DIVISION INDUSTRIAL PRETREATMENT PROGRAM PROFILE Pretreatment Program Profile completed by: Date: Pretreatment Program Profile reviewed by: Date: INSTRUCTIONS: This profile is intended to serve as a summary of program information. This backgroun"
2021-08-18__6056844495337694689__IPP Profile (word).docx.pdf,2,enforcement,"C. FUNDING 15. Number of staff responsible for IPP development, implementation, and enforcement: 16. Total number of hours dedicated to the implementation and enforcement of the IPP annually: 17. Identify the sources of funding for the pretreatment program a.POTA general operating fund b.Industrial user permit fees"
2021-08-18__6056844495337694689__IPP Profile (word).docx.pdf,2,effluent_exceedance,3.8(f)(1)(iv)]. e. Carry out inspection and monitoring activities [403.8(f)(1)(v)]. f. Obtain remedies for noncompliance [403.8(f)(1)(vi)]. g. Comply with confidentiality requirement [403.8(f)(1)(vii)].
2021-08-18__6056844495337694689__IPP Profile (word).docx.pdf,2,pretreatment,edicated to the implementation and enforcement of the IPP annually: 17. Identify the sources of funding for the pretreatment program a.POTA general operating fund b.Industrial user permit fees c.Industry surcharges d.Monitoring charges e.Other f.Other D. INDUSTRIAL USERS 18. Number of Industrial Users: 19. Industrial Contribution
2021-08-18__6056844495337694689__IPP Profile (word).docx.pdf,3,enforcement,"an IJA (Inter- jurisdictional Agreement) with jurisdiction? If yes, include the date of the IJA. Implementation? Enforcement? c.Has Jurisdiction adopted an SUO which provides the basis for implementation and enforcement of the IPP? Yes / No Yes / No Yes / No Yes / No Yes / No Yes / No Yes / No Yes / No Yes / No Yes / No Yes / No"
2021-08-18__6056844495337694689__IPP Profile (word).docx.pdf,3,effluent_exceedance,rs [403.8(f)(2)(iv)]. e.Randomly sample and analyze the effluent from industrial users to identify compliance or noncompliance with pretreatment standards and requirements [403.8(f)(2)(v)]. f.Conduct inspections at industrial users to determine compliance or noncompliance with applicable pretreatment standards and requirements [403.8(f)(2)(v)]. g. E
2021-08-18__6056844495337694689__IPP Profile (word).docx.pdf,3,pretreatment,or the following activities? [40 CFR part 403.8(f)(2)(i-vii)] Yes No Date Approved a.Identify and locate all possible industrial users which might be subject to the IPP [403.8(f)(2)(i)]. b.Identify the character and volume of pollutants contributed to the POTW from industrial users [403.8(f)(2)(ii)]. c.Notify industrial users of applicable pretreatment stan
2021-08-18__6056844495337694689__IPP Profile (word).docx.pdf,4,pretreatment,I. LOCAL LIMITS (LL) 31. Date of Local Limits Report: 32. Date of EGLE LL Approvals (most recent): 33. List Blow the technically based local limitations CHEMICAL NAME Daily / Monthly (mg/l) MAHL (lbs/day) MAIL (lbs/day) Describe the alloca
2021-09-09__138676979288106194__21.08.31.Eff.AddlMonit.MeritConfirm.pdf.pdf,2,pfas,"tories, Inc. Limits for drinking water samples, are listed as the MCL Limits (Maximum Contaminant Level Concentrations) PFAS requirement: Section 9.3.8 of U.S. EPA Method 537.1 states ""If the method analyte(s) found in the Field Sample is present in the FRB at a concentration greater than 1/3 the MRL, then all samples collected with that FRB are invalid and must"
2021-09-09__138676979288106194__21.08.31.Eff.AddlMonit.MeritConfirm.pdf.pdf,3,effluent_exceedance,scription ! Result is outside of stated limit criteria B Compound also found in associated method blank E Concentration exceeds calibration range F Analysis run outside of holding time G Estimated result due to extraction run outside of holding time H Sample submitted and run outside of holding time I Matrix interference with internal standard J Estimated value les
2021-09-09__1450974773328511929__21.08.Eff.AddlMonit.ERM.pdf.pdf,19,effluent_exceedance,"NY DEVIATIONS FROM TEST METHODS (For example, pH-controlled test, reduced DO levels in test leading to aeration, sample exceeded holding time.) N/A 23. EFFLUENT FILTERED? YES NO IF YES  24. STATE MESH SIZE OF FILTER 25. EFFLUENT SAMPLE TYPE (check one type for each sample) Sample 1: 24 -HR COMPOSITE GRAB/COMPOSITE (give # of grabs)____ GRAB SAMPLE Sampl"
2021-09-09__1450974773328511929__21.08.Eff.AddlMonit.ERM.pdf.pdf,37,effluent_exceedance,"NY DEVIATIONS FROM TEST METHODS (For example, pH-controlled test, reduced DO levels in test leading to aeration, sample exceeded holding time. Attach a separate sheet if necessary.) N/A 23. EFFLUENT FILTERED? YES NO IF YES  24. STATE MESH SIZE OF FILTER (if filtered) 25. EFFLUENT SAMPLE TYPE (check one type for each sample) Sample 1: 24 -HR COMPOSITE GRAB"
2021-09-09__2434142290908894935__21.08.16.Eff.AddlMonit.Paragon.pdf.pdf,8,pfas,"oT lu | EPAWemodos | |pcBi260 01 jugi | EPAMethod808 1 { [Pentachiowophensl | 18 er | I | Perflucrooctane sulfonate (PFOS) 120 | ng/l | ASTM D7979 or an isotope dilution | | | | | methcd {sometimes referred to as Method be a bf EGSimodifed), | Perfiiorsoctancic acid (PFOA} 120 1 ng/l | ASTM D7879 or an isotope dilution 1 { | | method (sometimes referred t"
2021-09-09__6574033254126510035__21.08.Eff.AddlMonit.Fibertec.pdf.pdf,7,effluent_exceedance,ception Summary: Modified MethodM: Analysis Locations: All analyses performed in Holt. Recovery from the spiked aliquot exceeds the lower control limit (matrix spike or matrix spike duplicate).F- : Recovery of the associated Surrogate Compound exceeds the lower control limit. Results may be biased low.G- : Concentration qualifier - reported value was obtained from
2021-09-16__4261245958963501496__MI0020257_2021-08-01_to_2021-08-31_DMR.pdf.pdf,4,pfas,21 8/29/2021 0.309 8/30/2021 8/31/2021 Set: 4 of 6 Parameter Total Nickel Total Nickel Total Selenium Total Selenium Perfluorooctan e Sulfonate (PFOS) Perfluorooctan e Sulfonate (PFOS) Perfluorooctan oic Acid (PFOA)
2021-09-16__4261245958963501496__MI0020257_2021-08-01_to_2021-08-31_DMR.pdf.pdf,6,pfas,er: MI0020257 v6.0 DMR Version: 1 Generated: 9/16/2021 2:22 PM Page 6 of 7 8/30/2021 8/31/2021 Set: 5 of 6 Parameter Perfluorooctan oic Acid (PFOA) Fecal Coliform Fecal Coliform pH pH Dissolved Oxygen Bis(2- Ethylhexyl)Pht halate Mon. Loc. Final Effluent (1) Final Effluent (1) Fecal Daily Final Effluent (1) Final Effluent (1) Final Effluent (1) Final Efflue
2021-09-16__4261245958963501496__MI0020257_2021-08-01_to_2021-08-31_DMR.pdf.pdf,8,effluent_exceedance,"5/2021 8/26/2021 8/27/2021 8/28/2021 8/29/2021 8/30/2021 8/31/2021 DMR Instructions: DMR Comments: (none) •Set 1 DMR Value Comments: •Date: 8/27/2021 12:00:00 AM,Column 6 Comment: Primary clarifier settling issue"
2021-09-16__4261245958963501496__MI0020257_2021-08-01_to_2021-08-31_DMR.pdf.pdf,11,pfas,thly Average ***** Maximum Daily ug/L Monthly 24-Hr Composit e SAMPLE MEASUREMENT *G *G ***** *G *G 2X Annually GrabPerfluorooctane Sulfonate (PFOS) (51526) Final Effluent (1) Lab ID: PERMIT REQUIREMENT ***** Maximum Monthly Average ***** Maximum Daily lbs/day ***** ***** Maximum Monthly Average ***** Maximum Daily ng/L 2X Annually Grab SAMPLE MEASUREMEN
2021-09-16__4261245958963501496__MI0020257_2021-08-01_to_2021-08-31_DMR.pdf.pdf,12,effluent_exceedance,"31 Maximum Monthly Average ***** Maximum Daily ug/L Monthly 24-Hr Composit e DMR Instructions: DMR Comments: (none) DMR Value Comments: •Total Copper, Final Effluent (1), Limit: 0.3 Maximum Monthly Average, Reported Value: 0.36, Comment: Primary clarifier settling issue •Total Copper, Final Effluent (1), Limit: 11 Maximum Monthly Average, Reported Value: 19.98,"
2021-09-22__4774476861127196487__Inspection Report.docx.pdf,1,enforcement,"ngworthy@Cadillac-MI.net Facility Representative(s): Section I: Industrial Pretreatment Program (IPP) Implementation: Enforcement Response Plan 1a. Are you having problems with any industrial users (IU)? Facility Name(s) Nature of Problem and CA Response 1b. If Yes, complete the following: 1"
2021-09-22__4774476861127196487__Inspection Report.docx.pdf,1,pretreatment,"IPP - Industrial Pretreatment Compliance Inspection Checklist Cadillac WWTP : 15637 Inspector: Claire Lowe Start Date: 08/18/2021 Inspection Information Cadillac WWTPControl Authority: MI0020257NPDES Permit #: 08/26/2021Inspection Date(s): January 1, 2020 - August"
2021-09-22__4774476861127196487__Inspection Report.docx.pdf,2,formal_notice,"ny of the following since the last inspection? IU Name Action Taken AAR facility CCI, CRM, Fiamm and Rec Boat - Trailer Notice of violation sent. No follow up action taken. 2b. For each instance of industrial cause checked above provide information in table below 3. Describe any problems encountered with implementing the approved Enforcement Response Plan (ERP): The CA haven"
2021-09-22__4774476861127196487__Inspection Report.docx.pdf,2,enforcement,37 Inspector: Claire Lowe Start Date: 08/18/2021 Section I: Industrial Pretreatment Program (IPP) Implementation: Enforcement Response Plan Check all that apply Yes No Industrial Cause Nonindustrial Cause Cause Unknown Comments Interference X Pass-through X Fire or explosion X Corrosive structural damage X Flow obstruction X Excessi
2021-09-22__4774476861127196487__Inspection Report.docx.pdf,2,pretreatment,IPP - Industrial Pretreatment Compliance Inspection Checklist Cadillac WWTP : 15637 Inspector: Claire Lowe Start Date: 08/18/2021 Section I: Industrial Pretreatment Program (IPP) Implementation: Enforcement Response Plan Check all that apply Yes No Industrial C
2021-09-22__4774476861127196487__Inspection Report.docx.pdf,3,pretreatment,IPP - Industrial Pretreatment Compliance Inspection Checklist Cadillac WWTP : 15637 Inspector: Claire Lowe Start Date: 08/18/2021 Section I: IPP Implementation: Procedures SIU/CIU Name CIU Category if applicable None 4a. Any new significant industrial users (SIU)
2021-09-22__4774476861127196487__Inspection Report.docx.pdf,4,pretreatment,IPP - Industrial Pretreatment Compliance Inspection Checklist Cadillac WWTP : 15637 Inspector: Claire Lowe Start Date: 08/18/2021 Section I: IPP Implementation: Procedures Facility Explanation AAR 7th Street No longer discharging - this permit should be terminated
2021-09-22__4774476861127196487__Inspection Report.docx.pdf,5,pretreatment,"IPP - Industrial Pretreatment Compliance Inspection Checklist Cadillac WWTP : 15637 Inspector: Claire Lowe Start Date: 08/18/2021 Section I: IPP Implementation: Procedures 11f. If Yes, is the POTW licensed as a treatment, storage, and disposal facility? Section I"
2021-09-22__4774476861127196487__Inspection Report.docx.pdf,6,pretreatment,IPP - Industrial Pretreatment Compliance Inspection Checklist Cadillac WWTP : 15637 Inspector: Claire Lowe Start Date: 08/18/2021 Section III: Summary and Evaluation 2b iii. Failure to enforce pretreatment standards and reporting requirements. (more than 15% of SI
2021-09-22__4774476861127196487__Inspection Report.docx.pdf,7,pretreatment,"rm 1 Cadillac WWTP : 15637 Inspector: Claire Lowe Start Date: 08/18/2021 A. General Information Cadillac Castings1. Industrial User (IU) Name: 1500 Fourth Avenue, Cadillac MI 49601 2. Facility Location: 3. Facility Mailing Address (if different): Contact Name Title Phone Number Email Erik Olson HSE Manager 231-779-9638 eolson@cadillaccasting.com 4. Contact Information"
2021-09-22__4774476861127196487__Inspection Report.docx.pdf,8,pretreatment,"the POTW? (40 CFR 403.6(c)(2)) If no, skip to Q13. The permit does not contain any of the categorical limits, only the local limits. Unless the facility has been incorrectly classified as a CIU the categorical limits must be applied. There is not sufficient information in the CA records to determine if this facility is categorical. 12a. Does the POTW have documentati"
